s,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
494.51,7.725e+4,,7.725e+4
494.56,9.734e+4,,9.734e+4
494.61,1.263e+5,,1.263e+5
494.66,1.650e+5,,1.650e+5
494.71,2.146e+5,,2.146e+5
494.76,2.757e+5,,2.757e+5
494.81,3.484e+5,,3.484e+5
494.86,4.323e+5,,4.323e+5
494.91,5.262e+5,,5.262e+5
494.96,6.279e+5,,6.279e+5
495.01,7.344e+5,,7.344e+5
495.06,8.417e+5,,8.417e+5
495.11,9.453e+5,,9.453e+5
495.16,1.040e+6,,1.040e+6
495.21,1.122e+6,,1.122e+6
495.26,1.185e+6,,1.185e+6
495.31,1.227e+6,,1.227e+6
495.36,1.244e+6,,1.244e+6
495.41,1.237e+6,,1.237e+6
495.46,1.205e+6,,1.205e+6
495.51,1.149e+6,,1.149e+6
495.56,1.075e+6,,1.075e+6
495.61,9.845e+5,,9.845e+5
495.66,8.838e+5,,8.838e+5
495.71,7.773e+5,,7.773e+5
495.76,6.699e+5,,6.699e+5
495.81,5.656e+5,,5.656e+5
495.86,4.680e+5,,4.680e+5
495.91,3.794e+5,,3.794e+5
495.96,3.014e+5,,3.014e+5
496.01,2.346e+5,,2.346e+5
496.06,1.789e+5,,1.789e+5
496.11,1.337e+5,,1.337e+5
496.16,9.787e+4,,9.787e+4
496.21,7.021e+4,,7.021e+4
496.26,4.935e+4,,4.935e+4
496.31,3.399e+4,,3.399e+4
496.36,2.294e+4,,2.294e+4
496.41,1.517e+4,,1.517e+4
496.46,9.828e+3,,9.828e+3
496.51,6.240e+3,,6.240e+3
496.56,3.881e+3,,3.881e+3
496.61,2.366e+3,,2.366e+3
496.66,1.413e+3,,1.413e+3
496.71,8.272e+2,,8.272e+2
496.76,4.750e+2,,4.750e+2
496.81,2.683e+2,,2.683e+2
496.86,1.507e+2,,1.507e+2
496.91,8.704e+1,,8.704e+1
496.96,5.708e+1,,5.708e+1
497.01,5.034e+1,,5.034e+1
497.06,6.379e+1,,6.379e+1
497.11,1.007e+2,,1.007e+2
497.16,1.709e+2,,1.709e+2
497.21,2.926e+2,,2.926e+2
497.26,4.951e+2,,4.951e+2
497.31,8.230e+2,,8.230e+2
497.36,1.341e+3,,1.341e+3
497.41,2.143e+3,,2.143e+3
497.46,3.357e+3,,3.357e+3
497.51,5.152e+3,,5.152e+3
497.56,7.751e+3,,7.751e+3
497.61,1.143e+4,,1.143e+4
497.66,1.651e+4,,1.651e+4
497.71,2.339e+4,,2.339e+4
497.76,3.246e+4,,3.246e+4
497.81,4.416e+4,,4.416e+4
497.86,5.888e+4,,5.888e+4
497.91,7.695e+4,,7.695e+4
497.96,9.855e+4,,9.855e+4
498.01,1.237e+5,,1.237e+5
498.06,1.522e+5,,1.522e+5
498.11,1.835e+5,,1.835e+5
498.16,2.168e+5,,2.168e+5
498.21,2.511e+5,,2.511e+5
498.26,2.851e+5,,2.851e+5
498.31,3.171e+5,,3.171e+5
498.36,3.458e+5,,3.458e+5
498.41,3.695e+5,,3.695e+5
498.46,3.870e+5,,3.870e+5
498.51,3.973e+5,,3.973e+5
498.56,3.997e+5,,3.997e+5
498.61,3.941e+5,,3.941e+5
498.66,3.808e+5,,3.808e+5
498.71,3.607e+5,,3.607e+5
498.76,3.348e+5,,3.348e+5
498.81,3.046e+5,,3.046e+5
498.86,2.716e+5,,2.716e+5
498.91,2.374e+5,,2.374e+5
498.96,2.033e+5,,2.033e+5
499.01,1.707e+5,,1.707e+5
499.06,1.404e+5,,1.404e+5
499.11,1.132e+5,,1.132e+5
499.16,8.951e+4,,8.951e+4
499.21,6.936e+4,,6.936e+4
499.26,5.271e+4,,5.271e+4
499.31,3.931e+4,,3.931e+4
499.36,2.883e+4,,2.883e+4
499.41,2.088e+4,,2.088e+4
499.46,1.509e+4,,1.509e+4
499.51,1.110e+4,,1.110e+4
499.56,8.651e+3,,8.651e+3
499.61,7.540e+3,,7.540e+3
499.66,7.670e+3,,7.670e+3
499.71,9.041e+3,,9.041e+3
499.76,1.175e+4,,1.175e+4
499.81,1.598e+4,,1.598e+4
499.86,2.200e+4,,2.200e+4
499.91,3.014e+4,,3.014e+4
499.96,4.078e+4,,4.078e+4
500.01,5.430e+4,,5.430e+4
500.06,7.108e+4,,7.108e+4
500.11,9.142e+4,,9.142e+4
500.16,1.155e+5,,1.155e+5
500.21,1.435e+5,,1.435e+5
500.26,1.753e+5,,1.753e+5
500.31,2.106e+5,,2.106e+5
500.36,2.489e+5,,2.489e+5
500.41,2.898e+5,,2.898e+5
500.46,3.323e+5,,3.323e+5
500.51,3.757e+5,,3.757e+5
500.56,4.190e+5,,4.190e+5
500.61,4.612e+5,,4.612e+5
500.66,5.016e+5,,5.016e+5
500.71,5.392e+5,,5.392e+5
500.76,5.732e+5,,5.732e+5
500.81,6.029e+5,,6.029e+5
500.86,6.276e+5,,6.276e+5
500.91,6.469e+5,,6.469e+5
500.96,6.601e+5,,6.601e+5
501.01,6.669e+5,,6.669e+5
501.06,6.669e+5,,6.669e+5
501.11,6.598e+5,,6.598e+5
501.16,6.457e+5,,6.457e+5
501.21,6.248e+5,,6.248e+5
501.26,5.976e+5,,5.976e+5
501.31,5.647e+5,,5.647e+5
501.36,5.273e+5,,5.273e+5
501.41,4.865e+5,,4.865e+5
501.46,4.438e+5,,4.438e+5
501.51,4.007e+5,,4.007e+5
501.56,3.585e+5,,3.585e+5
501.61,3.185e+5,,3.185e+5
501.66,2.819e+5,,2.819e+5
501.71,2.494e+5,,2.494e+5
501.76,2.213e+5,,2.213e+5
501.81,1.978e+5,,1.978e+5
501.86,1.786e+5,,1.786e+5
501.91,1.632e+5,,1.632e+5
501.96,1.511e+5,,1.511e+5
502.01,1.413e+5,,1.413e+5
502.06,1.331e+5,,1.331e+5
502.11,1.257e+5,,1.257e+5
502.16,1.187e+5,,1.187e+5
502.21,1.115e+5,,1.115e+5
502.26,1.038e+5,,1.038e+5
502.31,9.549e+4,,9.549e+4
502.36,8.668e+4,,8.668e+4
502.41,7.748e+4,,7.748e+4
502.46,6.812e+4,,6.812e+4
502.51,5.884e+4,,5.884e+4
502.56,4.991e+4,,4.991e+4
502.61,4.156e+4,,4.156e+4
502.66,3.395e+4,,3.395e+4
502.71,2.720e+4,,2.720e+4
502.76,2.138e+4,,2.138e+4
502.81,1.648e+4,,1.648e+4
502.86,1.245e+4,,1.245e+4
502.91,9.226e+3,,9.226e+3
502.96,6.702e+3,,6.702e+3
503.01,4.774e+3,,4.774e+3
503.06,3.334e+3,,3.334e+3
503.11,2.283e+3,,2.283e+3
503.16,1.532e+3,,1.532e+3
503.21,1.008e+3,,1.008e+3
503.26,6.508e+2,,6.508e+2
503.31,4.122e+2,,4.122e+2
503.36,2.568e+2,,2.568e+2
503.41,1.586e+2,,1.586e+2
503.46,9.941e+1,,9.941e+1
503.51,6.759e+1,,6.759e+1
503.56,5.684e+1,,5.684e+1
503.61,6.578e+1,,6.578e+1
503.66,9.826e+1,,9.826e+1
503.71,1.645e+2,,1.645e+2
503.76,2.834e+2,,2.834e+2
503.81,4.863e+2,,4.863e+2
503.86,8.220e+2,,8.220e+2
503.91,1.365e+3,,1.365e+3
503.96,2.222e+3,,2.222e+3
504.01,3.549e+3,,3.549e+3
504.06,5.559e+3,,5.559e+3
504.11,8.538e+3,,8.538e+3
504.16,1.286e+4,,1.286e+4
504.21,1.899e+4,,1.899e+4
504.26,2.750e+4,,2.750e+4
504.31,3.906e+4,,3.906e+4
504.36,5.439e+4,,5.439e+4
504.41,7.428e+4,,7.428e+4
504.46,9.948e+4,,9.948e+4
504.51,1.306e+5,,1.306e+5
504.56,1.683e+5,,1.683e+5
504.61,2.125e+5,,2.125e+5
504.66,2.632e+5,,2.632e+5
504.71,3.198e+5,,3.198e+5
504.76,3.810e+5,,3.810e+5
504.81,4.453e+5,,4.453e+5
504.86,5.105e+5,,5.105e+5
504.91,5.741e+5,,5.741e+5
504.96,6.336e+5,,6.336e+5
505.01,6.861e+5,,6.861e+5
505.06,7.294e+5,,7.294e+5
505.11,7.615e+5,,7.615e+5
505.16,7.810e+5,,7.810e+5
505.21,7.873e+5,,7.873e+5
505.26,7.807e+5,,7.807e+5
505.31,7.623e+5,,7.623e+5
505.36,7.339e+5,,7.339e+5
505.41,6.977e+5,,6.977e+5
505.46,6.562e+5,,6.562e+5
505.51,6.124e+5,,6.124e+5
505.56,5.686e+5,,5.686e+5
505.61,5.272e+5,,5.272e+5
505.66,4.902e+5,,4.902e+5
505.71,4.591e+5,,4.591e+5
505.76,4.350e+5,,4.350e+5
505.81,4.187e+5,,4.187e+5
505.86,4.105e+5,,4.105e+5
505.91,4.106e+5,,4.106e+5
505.96,4.190e+5,,4.190e+5
506.01,4.354e+5,,4.354e+5
506.06,4.593e+5,,4.593e+5
506.11,4.901e+5,,4.901e+5
506.16,5.267e+5,,5.267e+5
506.21,5.677e+5,,5.677e+5
506.26,6.112e+5,,6.112e+5
506.31,6.553e+5,,6.553e+5
506.36,6.974e+5,,6.974e+5
506.41,7.351e+5,,7.351e+5
506.46,7.659e+5,,7.659e+5
506.51,7.876e+5,,7.876e+5
506.56,7.984e+5,,7.984e+5
506.61,7.970e+5,,7.970e+5
506.66,7.829e+5,,7.829e+5
506.71,7.563e+5,,7.563e+5
506.76,7.183e+5,,7.183e+5
506.81,6.704e+5,,6.704e+5
506.86,6.147e+5,,6.147e+5
506.91,5.537e+5,,5.537e+5
506.96,4.898e+5,,4.898e+5
507.01,4.255e+5,,4.255e+5
507.06,3.629e+5,,3.629e+5
507.11,3.040e+5,,3.040e+5
507.16,2.500e+5,,2.500e+5
507.21,2.018e+5,,2.018e+5
507.26,1.600e+5,,1.600e+5
507.31,1.245e+5,,1.245e+5
507.36,9.511e+4,,9.511e+4
507.41,7.135e+4,,7.135e+4
507.46,5.258e+4,,5.258e+4
507.51,3.809e+4,2.470e-8,3.809e+4
507.56,2.718e+4,7.854e-8,2.718e+4
507.61,1.919e+4,2.450e-7,1.919e+4
507.66,1.354e+4,7.495e-7,1.354e+4
507.71,9.760e+3,2.250e-6,9.760e+3
507.76,7.470e+3,6.624e-6,7.470e+3
507.81,6.412e+3,1.913e-5,6.412e+3
507.86,6.425e+3,5.422e-5,6.425e+3
507.91,7.444e+3,1.507e-4,7.444e+3
507.96,9.483e+3,4.110e-4,9.483e+3
508.01,1.262e+4,1.099e-3,1.262e+4
508.06,1.700e+4,2.885e-3,1.700e+4
508.11,2.278e+4,7.428e-3,2.278e+4
508.16,3.012e+4,1.876e-2,3.012e+4
508.21,3.920e+4,4.648e-2,3.920e+4
508.26,5.012e+4,1.130e-1,5.012e+4
508.31,6.293e+4,2.694e-1,6.293e+4
508.36,7.759e+4,6.301e-1,7.759e+4
508.41,9.394e+4,1.446e+0,9.394e+4
508.46,1.117e+5,3.254e+0,1.117e+5
508.51,1.305e+5,7.187e+0,1.305e+5
508.56,1.498e+5,1.557e+1,1.498e+5
508.61,1.690e+5,3.309e+1,1.689e+5
508.66,1.875e+5,6.898e+1,1.874e+5
508.71,2.047e+5,1.411e+2,2.045e+5
508.76,2.199e+5,2.830e+2,2.197e+5
508.81,2.329e+5,5.570e+2,2.323e+5
508.86,2.432e+5,1.076e+3,2.421e+5
508.91,2.509e+5,2.037e+3,2.488e+5
508.96,2.561e+5,3.785e+3,2.524e+5
509.01,2.596e+5,6.900e+3,2.527e+5
509.06,2.624e+5,1.234e+4,2.501e+5
509.11,2.664e+5,2.164e+4,2.448e+5
509.16,2.743e+5,3.725e+4,2.370e+5
509.21,2.901e+5,6.288e+4,2.272e+5
509.26,3.199e+5,1.041e+5,2.157e+5
509.31,3.720e+5,1.692e+5,2.029e+5
509.36,4.586e+5,2.696e+5,1.889e+5
509.42,6.312e+5,4.600e+5,1.713e+5
509.47,8.588e+5,7.028e+5,1.561e+5
509.52,1.194e+6,1.053e+6,1.407e+5
509.57,1.674e+6,1.549e+6,1.254e+5
509.62,2.345e+6,2.234e+6,1.104e+5
509.67,3.258e+6,3.162e+6,9.594e+4
509.72,4.471e+6,4.389e+6,8.227e+4
509.77,6.047e+6,5.977e+6,6.955e+4
509.82,8.043e+6,7.985e+6,5.792e+4
509.87,1.051e+7,1.047e+7,4.749e+4
509.92,1.349e+7,1.345e+7,3.832e+4
509.97,1.700e+7,1.697e+7,3.041e+4
510.02,2.102e+7,2.100e+7,2.372e+4
510.07,2.550e+7,2.548e+7,1.819e+4
510.12,3.036e+7,3.035e+7,1.370e+4
510.17,3.546e+7,3.545e+7,1.014e+4
510.22,4.062e+7,4.062e+7,7.368e+3
510.27,4.566e+7,4.566e+7,5.256e+3
510.32,5.036e+7,5.035e+7,3.681e+3
510.37,5.447e+7,5.447e+7,2.530e+3
510.42,5.781e+7,5.781e+7,1.707e+3
510.47,6.019e+7,6.018e+7,1.130e+3
510.52,6.147e+7,6.147e+7,7.342e+2
510.57,6.159e+7,6.159e+7,4.680e+2
510.62,6.053e+7,6.053e+7,2.927e+2
510.67,5.837e+7,5.837e+7,1.796e+2
510.72,5.521e+7,5.521e+7,1.081e+2
510.77,5.123e+7,5.123e+7,6.384e+1
510.82,4.663e+7,4.663e+7,3.698e+1
510.87,4.164e+7,4.164e+7,2.102e+1
510.92,3.648e+7,3.648e+7,1.172e+1
510.97,3.135e+7,3.135e+7,6.410e+0
511.02,2.643e+7,2.643e+7,3.439e+0
511.07,2.186e+7,2.186e+7,1.810e+0
511.12,1.774e+7,1.774e+7,9.344e-1
511.17,1.412e+7,1.412e+7,4.732e-1
511.22,1.102e+7,1.102e+7,2.351e-1
511.27,8.442e+6,8.442e+6,1.146e-1
511.32,6.343e+6,6.343e+6,5.476e-2
511.37,4.676e+6,4.676e+6,2.568e-2
511.42,3.381e+6,3.381e+6,1.181e-2
511.47,2.399e+6,2.399e+6,5.329e-3
511.52,1.669e+6,1.669e+6,2.358e-3
511.57,1.140e+6,1.140e+6,1.024e-3
511.62,7.632e+5,7.632e+5,4.360e-4
511.67,5.014e+5,5.014e+5,1.821e-4
511.72,3.232e+5,3.232e+5,7.462e-5
511.77,2.043e+5,2.043e+5,2.999e-5
511.82,1.267e+5,1.267e+5,1.182e-5
511.87,7.712e+4,7.712e+4,4.573e-6
511.92,4.603e+4,4.603e+4,1.735e-6
511.97,2.695e+4,2.695e+4,6.455e-7
512.02,1.548e+4,1.548e+4,2.356e-7
512.07,8.726e+3,8.726e+3,8.436e-8
512.12,4.824e+3,4.824e+3,2.963e-8
512.17,2.616e+3,2.616e+3,1.021e-8
512.22,1.392e+3,1.392e+3,3.449e-9
512.27,7.264e+2,7.264e+2,1.143e-9
512.32,3.719e+2,3.719e+2,3.718e-10
512.37,1.868e+2,1.868e+2,1.186e-10
512.42,9.204e+1,9.204e+1,3.710e-11
512.47,4.449e+1,4.449e+1,
512.52,2.110e+1,2.110e+1,
512.57,9.813e+0,9.813e+0,
512.62,4.478e+0,4.478e+0,
512.67,2.005e+0,2.005e+0,
512.72,8.819e-1,8.819e-1,
512.77,3.832e-1,3.832e-1,
512.82,1.705e-1,1.705e-1,
512.87,9.225e-2,9.225e-2,
512.92,9.131e-2,9.131e-2,
512.97,1.680e-1,1.680e-1,
513.02,3.815e-1,3.815e-1,
513.07,8.903e-1,8.903e-1,
513.12,2.055e+0,2.055e+0,
513.17,4.660e+0,4.660e+0,
513.22,1.037e+1,1.037e+1,
513.27,2.266e+1,2.266e+1,
513.32,4.857e+1,4.857e+1,
513.37,1.022e+2,1.022e+2,
513.42,2.109e+2,2.109e+2,
513.47,4.274e+2,4.274e+2,
513.52,8.497e+2,8.497e+2,
513.57,1.658e+3,1.658e+3,
513.62,3.174e+3,3.174e+3,
513.67,5.965e+3,5.965e+3,
513.72,1.100e+4,1.100e+4,
513.77,1.990e+4,1.990e+4,
513.82,3.534e+4,3.534e+4,
513.87,6.159e+4,6.159e+4,
513.92,1.053e+5,1.053e+5,
513.97,1.768e+5,1.768e+5,
514.02,2.912e+5,2.912e+5,
514.07,4.706e+5,4.706e+5,
514.12,7.464e+5,7.464e+5,
514.17,1.162e+6,1.162e+6,
514.22,1.775e+6,1.775e+6,
514.27,2.660e+6,2.660e+6,
514.32,3.914e+6,3.914e+6,
514.37,5.650e+6,5.650e+6,
514.42,8.004e+6,8.004e+6,
514.47,1.113e+7,1.113e+7,
514.52,1.518e+7,1.518e+7,
514.57,2.033e+7,2.033e+7,
514.62,2.671e+7,2.671e+7,
514.67,3.444e+7,3.444e+7,
514.72,4.357e+7,4.357e+7,
514.77,5.411e+7,5.411e+7,
514.82,6.594e+7,6.594e+7,
514.87,7.885e+7,7.885e+7,
514.92,9.253e+7,9.253e+7,
514.97,1.066e+8,1.066e+8,
515.02,1.204e+8,1.204e+8,
515.07,1.336e+8,1.336e+8,
515.12,1.454e+8,1.454e+8,
515.17,1.553e+8,1.553e+8,
515.22,1.628e+8,1.628e+8,
515.27,1.674e+8,1.674e+8,
515.32,1.690e+8,1.690e+8,
515.37,1.674e+8,1.674e+8,
515.42,1.628e+8,1.628e+8,
515.47,1.553e+8,1.553e+8,
515.52,1.454e+8,1.454e+8,
515.57,1.336e+8,1.336e+8,
515.62,1.204e+8,1.204e+8,
515.67,1.066e+8,1.066e+8,
515.72,9.253e+7,9.253e+7,
515.77,7.885e+7,7.885e+7,
515.82,6.594e+7,6.594e+7,
515.87,5.411e+7,5.411e+7,
515.92,4.357e+7,4.357e+7,
515.97,3.444e+7,3.444e+7,
516.02,2.671e+7,2.671e+7,
516.07,2.033e+7,2.033e+7,
516.12,1.518e+7,1.518e+7,
516.17,1.113e+7,1.113e+7,
516.22,8.004e+6,8.004e+6,
516.27,5.650e+6,5.650e+6,
516.32,3.914e+6,3.914e+6,
516.37,2.660e+6,2.660e+6,
516.42,1.775e+6,1.775e+6,
516.47,1.162e+6,1.162e+6,
516.52,7.464e+5,7.464e+5,
516.57,4.706e+5,4.706e+5,
516.62,2.912e+5,2.912e+5,
516.67,1.768e+5,1.768e+5,
516.72,1.053e+5,1.053e+5,
516.77,6.159e+4,6.159e+4,
516.82,3.534e+4,3.534e+4,
516.87,1.990e+4,1.990e+4,
516.92,1.100e+4,1.100e+4,
516.97,5.965e+3,5.965e+3,
517.02,3.174e+3,3.174e+3,
517.07,1.658e+3,1.658e+3,
517.12,8.497e+2,8.497e+2,
517.17,4.274e+2,4.274e+2,
517.22,2.109e+2,2.109e+2,
517.27,1.022e+2,1.022e+2,
517.32,4.857e+1,4.857e+1,
517.37,2.266e+1,2.266e+1,
517.42,1.037e+1,1.037e+1,
517.47,4.659e+0,4.659e+0,
517.52,2.054e+0,2.054e+0,
517.57,8.887e-1,8.887e-1,
517.62,3.773e-1,3.773e-1,
517.67,1.572e-1,1.572e-1,
517.72,6.428e-2,6.428e-2,
517.77,2.579e-2,2.579e-2,
517.82,1.016e-2,1.016e-2,
517.87,3.924e-3,3.924e-3,
517.92,1.488e-3,1.488e-3,
517.97,5.538e-4,5.538e-4,
518.02,2.023e-4,2.023e-4,
518.07,7.249e-5,7.249e-5,
518.12,2.549e-5,2.549e-5,
518.17,8.799e-6,8.799e-6,
518.22,2.980e-6,2.980e-6,
518.27,9.906e-7,9.906e-7,
518.32,3.231e-7,3.231e-7,
518.37,1.034e-7,1.034e-7,
518.42,3.249e-8,3.249e-8,
518.67,4.613e-8,4.613e-8,
518.72,1.453e-7,1.453e-7,
518.77,4.496e-7,4.496e-7,
518.82,1.366e-6,1.366e-6,
518.87,4.080e-6,4.080e-6,
518.92,1.195e-5,1.195e-5,
518.97,3.434e-5,3.434e-5,
519.02,9.694e-5,9.694e-5,
519.07,2.686e-4,2.686e-4,
519.12,7.309e-4,7.309e-4,
519.17,1.952e-3,1.952e-3,
519.22,5.121e-3,5.121e-3,
519.27,1.319e-2,1.319e-2,
519.32,3.334e-2,3.334e-2,
519.37,8.276e-2,8.276e-2,
519.42,2.017e-1,2.017e-1,
519.47,4.827e-1,4.827e-1,
519.52,1.134e+0,1.134e+0,
519.57,2.616e+0,2.616e+0,
519.62,5.924e+0,5.924e+0,
519.67,1.317e+1,1.317e+1,
519.72,2.876e+1,2.876e+1,
519.77,6.165e+1,6.165e+1,
519.82,1.298e+2,1.298e+2,
519.87,2.681e+2,2.681e+2,
519.92,5.440e+2,5.440e+2,
519.97,1.084e+3,1.084e+3,
520.02,2.120e+3,2.120e+3,
520.07,4.071e+3,4.071e+3,
520.12,7.676e+3,7.676e+3,
520.17,1.421e+4,1.421e+4,
520.22,2.583e+4,2.583e+4,
520.27,4.610e+4,4.610e+4,
520.32,8.079e+4,8.079e+4,
520.37,1.390e+5,1.390e+5,
520.42,2.349e+5,2.349e+5,
520.47,3.896e+5,3.896e+5,
520.52,6.346e+5,6.346e+5,
520.57,1.015e+6,1.015e+6,
520.62,1.594e+6,1.594e+6,
520.67,2.458e+6,2.458e+6,
520.72,3.721e+6,3.721e+6,
520.77,5.532e+6,5.532e+6,
520.82,8.076e+6,8.076e+6,
520.87,1.158e+7,1.158e+7,
520.92,1.630e+7,1.630e+7,
520.97,2.252e+7,2.252e+7,
521.02,3.057e+7,3.057e+7,
521.07,4.074e+7,4.074e+7,
521.12,5.332e+7,5.332e+7,
521.17,6.853e+7,6.853e+7,
521.22,8.650e+7,8.650e+7,
521.27,1.072e+8,1.072e+8,
521.32,1.305e+8,1.305e+8,
521.37,1.560e+8,1.560e+8,
521.42,1.831e+8,1.831e+8,
521.47,2.111e+8,2.111e+8,
521.52,2.390e+8,2.390e+8,
521.57,2.657e+8,2.657e+8,
521.62,2.902e+8,2.902e+8,
521.67,3.113e+8,3.113e+8,
521.72,3.279e+8,3.279e+8,
521.77,3.393e+8,3.393e+8,
521.82,3.449e+8,3.449e+8,
521.87,3.443e+8,3.443e+8,
521.92,3.377e+8,3.377e+8,
521.97,3.253e+8,3.253e+8,
522.02,3.078e+8,3.078e+8,
522.07,2.861e+8,2.861e+8,
522.12,2.613e+8,2.613e+8,
522.17,2.344e+8,2.344e+8,
522.22,2.066e+8,2.066e+8,
522.27,1.789e+8,1.789e+8,
522.32,1.523e+8,1.523e+8,
522.37,1.273e+8,1.273e+8,
522.42,1.046e+8,1.046e+8,
522.47,8.439e+7,8.439e+7,
522.52,6.693e+7,6.693e+7,
522.57,5.216e+7,5.216e+7,
522.62,3.995e+7,3.995e+7,
522.67,3.007e+7,3.007e+7,
522.72,2.225e+7,2.225e+7,
522.77,1.617e+7,1.617e+7,
522.82,1.156e+7,1.156e+7,
522.87,8.115e+6,8.115e+6,
522.92,5.601e+6,5.601e+6,
522.97,3.800e+6,3.800e+6,
523.02,2.534e+6,2.534e+6,
523.07,1.661e+6,1.661e+6,
523.12,1.070e+6,1.070e+6,
523.17,6.780e+5,6.780e+5,
523.22,4.221e+5,4.221e+5,
523.27,2.583e+5,2.583e+5,
523.32,1.554e+5,1.554e+5,
523.37,9.192e+4,9.192e+4,
523.42,5.344e+4,5.344e+4,
523.47,3.054e+4,3.054e+4,
523.52,1.716e+4,1.716e+4,
523.57,9.475e+3,9.475e+3,
523.62,5.144e+3,5.144e+3,
523.67,2.745e+3,2.745e+3,
523.72,1.440e+3,1.440e+3,
523.77,7.423e+2,7.423e+2,
523.82,3.762e+2,3.762e+2,
523.87,1.874e+2,1.874e+2,
523.92,9.173e+1,9.173e+1,
523.97,4.414e+1,4.414e+1,
524.02,2.088e+1,2.088e+1,
524.07,9.703e+0,9.703e+0,
524.12,4.432e+0,4.432e+0,
524.17,1.990e+0,1.990e+0,
524.22,8.777e-1,8.777e-1,
524.27,3.805e-1,3.805e-1,
524.32,1.621e-1,1.621e-1,
524.37,6.784e-2,6.784e-2,
524.42,2.790e-2,2.790e-2,
524.47,1.127e-2,1.127e-2,
524.52,4.476e-3,4.476e-3,
524.57,1.746e-3,1.746e-3,
524.62,6.690e-4,6.690e-4,
524.67,2.519e-4,2.519e-4,
524.72,9.316e-5,9.316e-5,
524.77,3.385e-5,3.385e-5,
524.82,1.208e-5,1.208e-5,
524.87,4.235e-6,4.235e-6,
524.92,1.459e-6,1.459e-6,
524.97,4.934e-7,4.934e-7,
525.02,1.496e-7,1.496e-7,
525.07,4.910e-8,4.910e-8,
525.12,1.583e-8,1.583e-8,
526.07,2.600e-9,2.600e-9,
526.12,8.019e-9,8.019e-9,
526.17,2.430e-8,2.430e-8,
526.22,7.231e-8,7.231e-8,
526.27,2.114e-7,2.114e-7,
526.32,6.071e-7,6.071e-7,
526.37,1.713e-6,1.713e-6,
526.42,4.746e-6,4.746e-6,
526.47,1.292e-5,1.292e-5,
526.52,3.454e-5,3.454e-5,
526.57,9.074e-5,9.074e-5,
526.62,2.341e-4,2.341e-4,
526.67,5.934e-4,5.934e-4,
526.72,1.477e-3,1.477e-3,
526.77,3.613e-3,3.613e-3,
526.82,8.679e-3,8.679e-3,
526.87,2.048e-2,2.048e-2,
526.92,4.748e-2,4.748e-2,
526.97,1.081e-1,1.081e-1,
527.02,2.418e-1,2.418e-1,
527.07,5.314e-1,5.314e-1,
527.12,1.147e+0,1.147e+0,
527.17,2.432e+0,2.432e+0,
527.22,5.064e+0,5.064e+0,
527.27,1.036e+1,1.036e+1,
527.32,2.082e+1,2.082e+1,
527.37,4.110e+1,4.110e+1,
527.42,7.970e+1,7.970e+1,
527.47,1.518e+2,1.518e+2,
527.52,2.841e+2,2.841e+2,
527.57,5.221e+2,5.221e+2,
527.62,9.427e+2,9.427e+2,
527.67,1.672e+3,1.672e+3,
527.72,2.913e+3,2.913e+3,
527.77,4.985e+3,4.985e+3,
527.82,8.380e+3,8.380e+3,
527.87,1.384e+4,1.384e+4,
527.92,2.245e+4,2.245e+4,
527.97,3.577e+4,3.577e+4,
528.02,5.599e+4,5.599e+4,
528.07,8.608e+4,8.608e+4,
528.12,1.300e+5,1.300e+5,
528.17,1.929e+5,1.929e+5,
528.22,2.811e+5,2.811e+5,
528.27,4.024e+5,4.024e+5,
528.32,5.659e+5,5.659e+5,
528.37,7.818e+5,7.818e+5,
528.42,1.061e+6,1.061e+6,
528.47,1.414e+6,1.414e+6,
528.52,1.851e+6,1.851e+6,
528.57,2.381e+6,2.381e+6,
528.62,3.009e+6,3.009e+6,
528.67,3.734e+6,3.734e+6,
528.72,4.552e+6,4.552e+6,
528.77,5.452e+6,5.452e+6,
528.82,6.413e+6,6.413e+6,
528.87,7.411e+6,7.411e+6,
528.92,8.412e+6,8.412e+6,
528.97,9.380e+6,9.380e+6,
529.02,1.027e+7,1.027e+7,
529.07,1.105e+7,1.105e+7,
529.12,1.168e+7,1.168e+7,
529.17,1.213e+7,1.213e+7,
529.22,1.237e+7,1.237e+7,
529.27,1.239e+7,1.239e+7,
529.32,1.219e+7,1.219e+7,
529.37,1.179e+7,1.179e+7,
529.42,1.119e+7,1.119e+7,
529.47,1.044e+7,1.044e+7,
529.52,9.566e+6,9.566e+6,
529.57,8.610e+6,8.610e+6,
529.62,7.612e+6,7.612e+6,
529.67,6.611e+6,6.611e+6,
529.72,5.640e+6,5.640e+6,
529.77,4.726e+6,4.726e+6,
529.82,3.891e+6,3.891e+6,
529.87,3.146e+6,3.146e+6,
529.92,2.499e+6,2.499e+6,
529.97,1.950e+6,1.950e+6,
530.02,1.494e+6,1.494e+6,
530.07,1.125e+6,1.125e+6,
530.12,8.322e+5,8.322e+5,
530.17,6.046e+5,6.046e+5,
530.22,4.315e+5,4.315e+5,
530.27,3.025e+5,3.025e+5,
530.32,2.083e+5,2.083e+5,
530.37,1.409e+5,1.409e+5,
530.42,9.361e+4,9.361e+4,
530.47,6.110e+4,6.110e+4,
530.52,3.918e+4,3.918e+4,
530.57,2.467e+4,2.467e+4,
530.62,1.527e+4,1.527e+4,
530.67,9.277e+3,9.277e+3,
530.72,5.538e+3,5.538e+3,
