obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""454.8763""","=""0.0002""","=""454.87635""","=""0.00008""","=""3400""","=""2.85e+07""",C+,"=""6661.006""","=""28638.841""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).4p""","=""y 5F*""","=""2""",,"=""T4294""","=""L10989""",
"=""455.2454""","=""0.0002""","=""455.24533""","=""0.00008""","=""3400""","=""2.1e+07""",D,"=""6742.756""","=""28702.778""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""3""",,"=""T2773n""","=""L10989""",
"=""455.3398""","=""0.0005""","=""455.33897""","=""0.00023""","=""9q""","=""""",,"=""24694.892""","=""46650.398""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d2.4s.(2F).4d""","=""f 1F""","=""3""",,"=""""","=""L10989""",
"=""455.5069""","=""0.0002""","=""455.50682""","=""0.00008""","=""70""","=""""",,"=""19421.580""","=""41368.996""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""455.5484""","=""0.0002""","=""455.54829""","=""0.00008""","=""2700""","=""1.16e+07""",C+,"=""6842.962""","=""28788.380""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).4p""","=""y 5F*""","=""4""",,"=""T4294""","=""L10989""",
"=""455.7854""","=""0.0002""","=""455.78524""","=""0.00010""","=""44""","=""""",,"=""19937.855""","=""41871.8642""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4s.(4F).4d""","=""g 3F""","=""2""",,"=""""","=""L10989""",
"=""455.8110""","=""0.0005""","=""455.81127""","=""0.00017""","=""32q""","=""""",,"=""18911.394""","=""40844.151""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""455.9918""","=""0.0002""","=""455.99183""","=""0.00010""","=""260""","=""""",,"=""11776.812""","=""33700.884""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4F).4p""","=""w 3F*""","=""4""",,"=""""","=""L10989""",
"=""456.2626""","=""0.0002""","=""456.26271""","=""0.00008""","=""380""","=""1.63e+05""",A,"=""170.1328""","=""22081.189""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""",,"=""T7574""","=""L10989""",
"=""456.3423""","=""0.0002""","=""456.34234""","=""0.00010""","=""120""","=""2.1e+07""",D,"=""19573.974""","=""41481.207""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4s.(2F).5s""","=""3F""","=""4""",,"=""T4401n""","=""L10989""",
"=""456.4213""","=""0.0003""","=""456.42145""","=""0.00008""","=""32""","=""""",,"=""11776.812""","=""33680.248""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d3.(4F).4p""","=""w 3F*""","=""3""",,"=""""","=""L10989""",
"=""457.0902""","=""0.0003""","=""457.09012""","=""0.00013""","=""69""","=""""",,"=""19322.984""","=""41194.378""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""457.2064""","=""0.0003""","=""457.20654""","=""0.00008""","=""9""","=""""",,"=""20006.039""","=""41871.8642""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""","=""3d2.4s.(4F).4d""","=""g 3F""","=""2""",,"=""""","=""L10989""",
"=""458.6917""","=""0.0003""","=""458.69184""","=""0.00008""","=""6""","=""""",,"=""19573.974""","=""41368.996""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d2.4s.(2F).5s""","=""3F""","=""3""",,"=""""","=""L10989""",
"=""459.1603""","=""0.0003""","=""459.16004""","=""0.00013""","=""7""","=""""",,"=""19421.580""","=""41194.378""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""461.429""","=""0.0019""","=""461.42716""","=""0.00011""","=""1""","=""""",,"=""19421.580""","=""41087.404""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d2.4s.(2F).5s""","=""e 1F""","=""3""",,"=""""","=""L17997""",
"=""461.7268""","=""0.0003""","=""461.72689""","=""0.00017""","=""2600""","=""8.51e+07""",C+,"=""14105.634""","=""35757.394""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d3.(4P).4p""","=""w 5D*""","=""4""",,"=""T4922""","=""L10989""",
"=""461.9520""","=""0.0003""","=""461.95209""","=""0.00015""","=""49""","=""""",,"=""18825.782""","=""40466.987""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d.4s2.4p""","=""v 3P*""","=""2""",,"=""""","=""L10989""",
"=""462.3097""","=""0.0003""","=""462.30972""","=""0.00013""","=""1500""","=""5.74e+07""",C+,"=""14028.436""","=""35652.900""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""T4922""","=""L10989""",
"=""462.9336""","=""0.0003""","=""462.93379""","=""0.00019""","=""620""","=""""",,"=""13981.773""","=""35577.086""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""""","=""L10989""",
"=""463.4742""","=""0.0003""","=""463.47378""","=""0.00011""","=""27""","=""""",,"=""18145.286""","=""39715.439""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""""","=""L10989""",
"=""463.5547""","=""0.0003""","=""463.55448""","=""0.00015""","=""38""","=""""",,"=""18818.099""","=""40384.497""","=""3d3.(4P).4s""","=""c 3P""","=""0""","=""3d.4s2.4p""","=""v 3P*""","=""1""",,"=""""","=""L10989""",
"=""463.7869""","=""0.0003""","=""463.78685""","=""0.00015""","=""170""","=""""",,"=""18911.394""","=""40466.987""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d.4s2.4p""","=""v 3P*""","=""2""",,"=""""","=""L10989""",
"=""463.9361""","=""0.0003""","=""463.93628""","=""0.00019""","=""940""","=""""",,"=""14028.436""","=""35577.086""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""""","=""L10989""",
"=""463.9661""","=""0.0003""","=""463.96608""","=""0.00013""","=""790""","=""""",,"=""14105.634""","=""35652.900""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d3.(4P).4p""","=""w 5D*""","=""3""",,"=""""","=""L10989""",
"=""463.9940""","=""0.0003""","=""463.99388""","=""0.00019""","=""760""","=""6.64e+07""",C+,"=""13981.773""","=""35527.748""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""1""",,"=""T4922""","=""L10989""",
"=""464.0415""","=""0.0003""","=""464.04180""","=""0.00024""","=""49""","=""5.0e+07""",D,"=""18825.782""","=""40369.532""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d.4s2.4p""","=""v 3P*""","=""0""",,"=""T4401n""","=""L10989""",
"=""464.5189""","=""0.0003""","=""464.5188""","=""0.0003""","=""340""","=""8.57e+07""",C+,"=""13981.773""","=""35503.399""","=""3d3.(4P).4s""","=""a 5P""","=""1""","=""3d3.(4P).4p""","=""w 5D*""","=""0""",,"=""T4922""","=""L10989""",
"=""465.0010""","=""0.0003""","=""465.00097""","=""0.00019""","=""270""","=""2.6e+07""",D,"=""14028.436""","=""35527.748""","=""3d3.(4P).4s""","=""a 5P""","=""2""","=""3d3.(4P).4p""","=""w 5D*""","=""1""",,"=""T4401n""","=""L10989""",
"=""465.5686""","=""0.0003""","=""465.56853""","=""0.00015""","=""63""","=""""",,"=""18911.394""","=""40384.497""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d.4s2.4p""","=""v 3P*""","=""1""",,"=""""","=""L10989""",
"=""465.6043""","=""0.0003""","=""465.60433""","=""0.00020""","=""110""","=""9.3e+06""",D,"=""14105.634""","=""35577.086""","=""3d3.(4P).4s""","=""a 5P""","=""3""","=""3d3.(4P).4p""","=""w 5D*""","=""2""",,"=""T4401n""","=""L10989""",
"=""465.6468""","=""0.0003""","=""465.64693""","=""0.00007""","=""8400""","=""2.29e+06""",A,"=""0.000""","=""21469.488""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""",,"=""T7574""","=""L10989""",
"=""466.7584""","=""0.0003""","=""466.75845""","=""0.00009""","=""10000""","=""2.51e+06""",A,"=""170.1328""","=""21588.495""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""",,"=""T7574""","=""L10989""",
"=""466.8345""","=""0.0003""","=""466.83469""","=""0.00009""","=""26""","=""""",,"=""8492.422""","=""29907.286""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""467.5116""","=""0.0003""","=""467.51167""","=""0.00009""","=""200""","=""1.85e+06""",C+,"=""8602.3441""","=""29986.199""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""3""",,"=""T4294""","=""L10989""",
"=""467.6528""","=""0.0003""","=""467.65240""","=""0.00007""","=""8""","=""""",,"=""21588.495""","=""42965.9148""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d4""","=""3F1""","=""3""",,"=""""","=""L10989""",
"=""467.6951""","=""0.0003""","=""467.69526""","=""0.00018""","=""8""","=""""",,"=""20209.447""","=""41584.908""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2G).4p""","=""v 1F*""","=""3""",,"=""""","=""L10989""",
"=""467.7485""","=""0.0003""","=""467.74843""","=""0.00015""","=""21""","=""""",,"=""24694.892""","=""46067.923""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1G*""","=""4""","=""3d2.4s.(2F).4d""","=""e 1G""","=""4""",,"=""""","=""L10989""",
"=""467.9706""","=""0.0005""","=""467.97173""","=""0.00009""","=""8q""","=""""",,"=""8492.422""","=""29855.255""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d3.(4F).4p""","=""x 5D*""","=""1""",,"=""""","=""L10989""",
"=""468.1399""","=""0.0003""","=""468.14020""","=""0.00011""","=""15""","=""""",,"=""20126.062""","=""41481.207""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d2.4s.(2F).5s""","=""3F""","=""4""",,"=""""","=""L10989""",
"=""468.1908""","=""0.0003""","=""468.19089""","=""0.00009""","=""13000""","=""2.71e+06""",A,"=""386.874""","=""21739.707""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""",,"=""T7574""","=""L10989""",
"=""468.4507""","=""0.0003""","=""468.45076""","=""0.00011""","=""24""","=""""",,"=""17423.856""","=""38764.844""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""468.6860""","=""0.0003""","=""468.68674""","=""0.00022""","=""25""","=""""",,"=""25699.987""","=""47030.230""","=""3d2.(3P).4s.4p.(3P*)""","=""5D*""","=""2""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""""","=""L10989""",
"=""468.6950""","=""0.0003""","=""468.69494""","=""0.00018""","=""39""","=""""",,"=""22081.189""","=""43411.059""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""","=""3d4""","=""1F""","=""3""",,"=""""","=""L10989""",
"=""468.7815""","=""0.0003""","=""468.78083""","=""0.00011""","=""9""","=""""",,"=""11531.761""","=""32857.723""","=""3d3.(4F).4s""","=""b 3F""","=""2""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1F*""","=""3""",,"=""""","=""L10989""",
"=""469.0795""","=""0.0003""","=""469.07929""","=""0.00009""","=""76""","=""4.4e+05""",D,"=""8602.3441""","=""29914.737""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(1G).4s.4p.(3P*)""","=""x 3G*""","=""3""",,"=""T4401n""","=""L10989""",
"=""469.1332""","=""0.0003""","=""469.13325""","=""0.00009""","=""750""","=""""",,"=""8602.3441""","=""29912.286""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""",,"=""""","=""L10989""",
"=""469.2431""","=""0.0003""","=""469.24335""","=""0.00009""","=""12""","=""""",,"=""8602.3441""","=""29907.286""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d3.(4F).4p""","=""x 5D*""","=""2""",,"=""""","=""L10989""",
"=""469.3664""","=""0.0003""","=""469.36643""","=""0.00009""","=""330""","=""8.5e+04""",C,"=""170.1328""","=""21469.488""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""",,"=""T3499n,T3430""","=""L10989""",
"=""469.6931""","=""0.0003""","=""469.69316""","=""0.00011""","=""70""","=""""",,"=""17369.529""","=""38654.068""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""469.8760""","=""0.0003""","=""469.87609""","=""0.00009""","=""590""","=""""",,"=""8492.422""","=""29768.675""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""",,"=""""","=""L10989""",
"=""469.8829""","=""0.0003""","=""469.88280""","=""0.00011""","=""110""","=""""",,"=""17423.856""","=""38699.805""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""470.0190""","=""0.0003""","=""470.01894""","=""0.00007""","=""11""","=""""",,"=""21739.707""","=""43009.4937""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d4""","=""3F1""","=""4""",,"=""""","=""L10989""",
"=""470.3122""","=""0.0003""","=""470.31222""","=""0.00015""","=""9""","=""""",,"=""19937.855""","=""41194.378""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""","=""3d2.4s.(2F).5s""","=""3F""","=""2""",,"=""""","=""L10989""",
"=""470.8952""","=""0.0003""","=""470.89510""","=""0.00009""","=""18""","=""""",,"=""17423.856""","=""38654.068""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""471.0186""","=""0.0003""","=""471.01837""","=""0.00011""","=""490""","=""""",,"=""17540.188""","=""38764.844""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""471.1679""","=""0.0003""","=""471.16808""","=""0.00011""","=""7""","=""""",,"=""11639.8109""","=""32857.723""","=""3d3.(4F).4s""","=""b 3F""","=""3""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1F*""","=""3""",,"=""""","=""L10989""",
"=""471.5299""","=""0.0003""","=""471.53012""","=""0.00009""","=""300""","=""6.9e+04""",C,"=""386.874""","=""21588.495""","=""3d2.4s2""","=""a 3F""","=""4""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""",,"=""T3499n,T3430""","=""L10989""",
"=""472.2606""","=""0.0003""","=""472.26059""","=""0.00009""","=""220""","=""4.7e+06""",D,"=""8492.422""","=""29661.250""","=""3d2.4s2""","=""a 3P""","=""1""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""1""",,"=""T4401n""","=""L10989""",
"=""472.3162""","=""0.0003""","=""472.31631""","=""0.00009""","=""210""","=""""",,"=""8602.3441""","=""29768.675""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""2""",,"=""""","=""L10989""",
"=""472.4662""","=""0.0003""","=""472.46617""","=""0.00011""","=""15""","=""""",,"=""17540.188""","=""38699.805""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""473.1165""","=""0.0003""","=""473.11644""","=""0.00009""","=""160""","=""""",,"=""17540.188""","=""38670.723""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2G).4p""","=""t 3F*""","=""4""",,"=""""","=""L10989""",
"=""473.3421""","=""0.0003""","=""473.34213""","=""0.00011""","=""100""","=""""",,"=""17423.856""","=""38544.316""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2G).4p""","=""t 3F*""","=""3""",,"=""""","=""L10989""",
"=""473.4670""","=""0.0003""","=""473.46700""","=""0.00013""","=""61""","=""""",,"=""18037.213""","=""39152.103""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2H).4p""","=""x 3H*""","=""5""",,"=""""","=""L10989""",
"=""474.2108""","=""0.0003""","=""474.21061""","=""0.00011""","=""54""","=""""",,"=""17369.529""","=""38451.309""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d3.(2G).4p""","=""t 3F*""","=""2""",,"=""""","=""L10989""",
"=""474.22953""","=""0.00018""","=""474.23016""","=""0.00011""","=""""","=""3.2e+06""",D,"=""11776.812""","=""32857.723""","=""3d3.(4F).4s""","=""b 3F""","=""4""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1F*""","=""3""",,"=""T4401n""","=""L9190""",
"=""474.2789""","=""0.0003""","=""474.27892""","=""0.00014""","=""870""","=""5.3e+07""",D,"=""18037.213""","=""39115.957""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2H).4p""","=""x 3H*""","=""4""",,"=""T4401n""","=""L10989""",
"=""474.7261""","=""0.0003""","=""474.72571""","=""0.00009""","=""17""","=""""",,"=""8602.3441""","=""29661.250""","=""3d2.4s2""","=""a 3P""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""1""",,"=""""","=""L10989""",
"=""474.7673""","=""0.0003""","=""474.76737""","=""0.00016""","=""76""","=""""",,"=""18141.265""","=""39198.323""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2H).4p""","=""x 3H*""","=""6""",,"=""""","=""L10989""",
"=""475.438""","=""0.002""","=""475.43581""","=""0.00009""","=""1""","=""""",,"=""17423.856""","=""38451.309""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2G).4p""","=""t 3F*""","=""2""",,"=""""","=""L3392""",
"=""475.8118""","=""0.0003""","=""475.81178""","=""0.00014""","=""1600""","=""7.13e+07""",C+,"=""18141.265""","=""39152.103""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2H).4p""","=""x 3H*""","=""5""",,"=""T4922""","=""L10989""",
"=""475.8900""","=""0.0003""","=""475.89013""","=""0.00009""","=""100""","=""1.8e+05""",C,"=""6742.756""","=""27750.135""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""5""",,"=""T3297""","=""L10989""",
"=""475.9269""","=""0.0003""","=""475.92697""","=""0.00016""","=""1800""","=""7.40e+07""",C+,"=""18192.570""","=""39198.323""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2H).4p""","=""x 3H*""","=""6""",,"=""T4922""","=""L10989""",
"=""476.6318""","=""0.0003""","=""476.63177""","=""0.00014""","=""79""","=""""",,"=""18141.265""","=""39115.957""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2H).4p""","=""x 3H*""","=""4""",,"=""""","=""L10989""",
"=""476.9767""","=""0.0003""","=""476.97650""","=""0.00014""","=""81""","=""""",,"=""18192.570""","=""39152.103""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2H).4p""","=""x 3H*""","=""5""",,"=""""","=""L10989""",
"=""477.1096""","=""0.0003""","=""477.10990""","=""0.00009""","=""61""","=""1.4e+05""",C,"=""6661.006""","=""27614.679""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""",,"=""T3297,T3928""","=""L10989""",
"=""477.8255""","=""0.0003""","=""477.82547""","=""0.00014""","=""240""","=""2.0e+07""",D,"=""18037.213""","=""38959.507""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2G).4p""","=""x 1G*""","=""4""",,"=""T4401n""","=""L10989""",
"=""478.1711""","=""0.0003""","=""478.17106""","=""0.00009""","=""170""","=""2.9e+05""",C,"=""6842.962""","=""27750.135""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""5""",,"=""T3297,T3928""","=""L10989""",
"=""478.3306""","=""0.0003""","=""478.33021""","=""0.00011""","=""17""","=""6.2e+04""",C,"=""6598.765""","=""27498.982""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""3""",,"=""T3297,T3928""","=""L10989""",
"=""478.7634""","=""0.0003""","=""478.76352""","=""0.00009""","=""13""","=""""",,"=""6598.765""","=""27480.066""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""""","=""L10989""",
"=""478.9788""","=""0.0003""","=""478.97864""","=""0.00009""","=""25""","=""4.5e+04""",C,"=""6742.756""","=""27614.679""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""",,"=""T3297""","=""L10989""",
"=""479.1480""","=""0.0003""","=""479.14792""","=""0.00014""","=""15""","=""""",,"=""18287.554""","=""39152.103""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2H).4p""","=""x 3H*""","=""5""",,"=""""","=""L10989""",
"=""479.2251""","=""0.0003""","=""479.22494""","=""0.00009""","=""12""","=""""",,"=""6556.833""","=""27418.029""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""""","=""L10989""",
"=""479.2483""","=""0.0003""","=""479.24823""","=""0.00014""","=""280""","=""""",,"=""18825.782""","=""39685.964""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""479.6211""","=""0.0003""","=""479.62071""","=""0.00014""","=""120""","=""""",,"=""18818.099""","=""39662.081""","=""3d3.(4P).4s""","=""c 3P""","=""0""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""""","=""L10989""",
"=""479.7975""","=""0.0003""","=""479.79757""","=""0.00014""","=""94""","=""""",,"=""18825.782""","=""39662.081""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""""","=""L10989""",
"=""479.9795""","=""0.0003""","=""479.97946""","=""0.00014""","=""480""","=""""",,"=""18287.554""","=""39115.957""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2H).4p""","=""x 3H*""","=""4""",,"=""""","=""L10989""",
"=""480.1908""","=""0.0003""","=""480.19016""","=""0.00009""","=""24""","=""""",,"=""6598.765""","=""27418.029""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""""","=""L10989""",
"=""480.1954""","=""0.0003""","=""480.19486""","=""0.00009""","=""17""","=""""",,"=""6661.006""","=""27480.066""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""""","=""L10989""",
"=""480.5415""","=""0.0003""","=""480.54144""","=""0.00014""","=""510""","=""5.8e+07""",D,"=""18911.394""","=""39715.439""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""T4401n""","=""L10989""",
"=""480.6758""","=""0.0003""","=""480.67584""","=""0.00012""","=""25""","=""""",,"=""6556.833""","=""27355.061""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""""","=""L10989""",
"=""480.8526""","=""0.0003""","=""480.85261""","=""0.00007""","=""120""","=""""",,"=""21739.707""","=""42530.2894""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""3H""","=""6""",,"=""""","=""L10989""",
"=""481.1065""","=""0.0003""","=""481.10679""","=""0.00007""","=""75""","=""""",,"=""21588.495""","=""42368.0934""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""3H""","=""5""",,"=""""","=""L10989""",
"=""481.2229""","=""0.0003""","=""481.22324""","=""0.00014""","=""95""","=""""",,"=""18911.394""","=""39685.964""","=""3d3.(4P).4s""","=""c 3P""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""481.2892""","=""0.0003""","=""481.28934""","=""0.00009""","=""7""","=""1.1e+04""",D,"=""6842.962""","=""27614.679""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""",,"=""T3297""","=""L10989""",
"=""481.6469""","=""0.0002""","=""481.64692""","=""0.00012""","=""""","=""""",,"=""6598.765""","=""27355.061""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""1""",,"=""""","=""L9190""",
"=""481.9028""","=""0.0003""","=""481.90267""","=""0.00007""","=""43""","=""""",,"=""21469.488""","=""42214.7689""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).4d""","=""3H""","=""4""",,"=""""","=""L10989""",
"=""482.0410""","=""0.0003""","=""482.04094""","=""0.00014""","=""980""","=""1.49e+07""",C+,"=""12118.393""","=""32857.723""","=""3d2.4s2""","=""a 1G""","=""4""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1F*""","=""3""",,"=""T4922""","=""L10989""",
"=""482.1272""","=""0.0006""","=""482.12754""","=""0.00009""","=""7q""","=""""",,"=""17423.856""","=""38159.461""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""""","=""L10989""",
"=""482.5439""","=""0.0003""","=""482.54394""","=""0.00012""","=""50""","=""""",,"=""18695.134""","=""39412.846""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d3.(4F).5s""","=""f 5F""","=""5""",,"=""""","=""L10989""",
"=""482.6044""","=""0.0003""","=""482.60390""","=""0.00007""","=""10""","=""""",,"=""21469.488""","=""42184.6261""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).4d""","=""e 5D""","=""4""",,"=""""","=""L10989""",
