obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""892.684""","=""""","=""2.45e+05""",D,"=""133443.08""","=""144642.18""","=""3s.5f""","=""3F*""","=""3""","=""3s.8d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""893.220""","=""""","=""2.52e+05""",C,"=""133450.07""","=""144642.45""","=""3s.5f""","=""3F*""","=""4""","=""3s.8d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""894.512""","=""""","=""5.58e+05""",E,"=""135012.285""","=""146188.5""","=""3s.6p""","=""3P*""","=""0""","=""3s.9d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""894.785""","=""""","=""4.18e+05""",E,"=""135015.701""","=""146188.5""","=""3s.6p""","=""3P*""","=""1""","=""3s.9d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""894.785""","=""""","=""7.54e+05""",D,"=""135015.701""","=""146188.5""","=""3s.6p""","=""3P*""","=""1""","=""3s.9d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""895.268""","=""""","=""1.00e+06""",C,"=""135022.127""","=""146188.9""","=""3s.6p""","=""3P*""","=""2""","=""3s.9d""","=""3D""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""895.300""","=""""","=""2.79e+04""",E,"=""135022.127""","=""146188.5""","=""3s.6p""","=""3P*""","=""2""","=""3s.9d""","=""3D""","=""1""",,"=""T6298c4,LS""","=""""",
"=""""","=""895.300""","=""""","=""2.50e+05""",E,"=""135022.127""","=""146188.5""","=""3s.6p""","=""3P*""","=""2""","=""3s.9d""","=""3D""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""912.614""","=""""","=""""",,"=""132215.517""","=""143170.04""","=""3s.6s""","=""3S""","=""1""","=""3s.8p""","=""3P*""","=""2""",,"=""""","=""""",
"=""""","=""919.873""","=""""","=""3.42e+06""",C+,"=""133916.368""","=""144784.45""","=""3s.5d""","=""1D""","=""2""","=""3s.8f""","=""1F*""","=""3""",,"=""T6298c4""","=""""",
"=""""","=""928.663""","=""""","=""6.46e+07""",A,"=""123418.48""","=""134183.7""","=""3s.4f""","=""3F*""","=""2""","=""3s.5g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""928.833""","=""""","=""5.66e+06""",B+,"=""123420.45""","=""134183.7""","=""3s.4f""","=""3F*""","=""3""","=""3s.5g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""928.833""","=""""","=""6.61e+07""",A,"=""123420.45""","=""134183.7""","=""3s.4f""","=""3F*""","=""3""","=""3s.5g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""929.084""","=""""","=""8.62e+04""",C+,"=""123423.36""","=""134183.7""","=""3s.4f""","=""3F*""","=""4""","=""3s.5g""","=""3G""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""929.084""","=""""","=""4.40e+06""",B+,"=""123423.36""","=""134183.7""","=""3s.4f""","=""3F*""","=""4""","=""3s.5g""","=""3G""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""929.084""","=""""","=""7.01e+07""",A,"=""123423.36""","=""134183.7""","=""3s.4f""","=""3F*""","=""4""","=""3s.5g""","=""3G""","=""5""",,"=""T6298c4,LS""","=""""",
"=""""","=""933.172""","=""""","=""7.15e+07""",A,"=""123470.5""","=""134183.7""","=""3s.4f""","=""1F*""","=""3""","=""3s.5g""","=""1G""","=""4""",,"=""T6298c4""","=""""",
"=""""","=""955.682""","=""""","=""1.91e+06""",C+,"=""132822.89""","=""143283.75""","=""3s.5d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""4""",,"=""T6298c4,LS""","=""""",
"=""""","=""956.670""","=""""","=""1.69e+06""",C+,"=""132822.80""","=""143272.86""","=""3s.5d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""956.678""","=""""","=""2.12e+05""",D,"=""132822.89""","=""143272.86""","=""3s.5d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""3""",,"=""T6298c4,LS""","=""""",
"=""""","=""957.054""","=""""","=""3.87e+05""",B,"=""123470.5""","=""133916.368""","=""3s.4f""","=""1F*""","=""3""","=""3s.5d""","=""1D""","=""2""",,"=""T6533""","=""""",
"=""""","=""957.314""","=""""","=""2.96e+05""",D,"=""132822.80""","=""143265.83""","=""3s.5d""","=""3D""","=""2""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""957.322""","=""""","=""8.36e+03""",E,"=""132822.89""","=""143265.83""","=""3s.5d""","=""3D""","=""3""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
"=""""","=""957.328""","=""""","=""1.60e+06""",C+,"=""132822.95""","=""143265.83""","=""3s.5d""","=""3D""","=""1""","=""3s.7f""","=""3F*""","=""2""",,"=""T6298c4,LS""","=""""",
