element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Na,II,308.293,,30.0,,,
Na,II,308.357,,25.0,,,
Na,II,308.557,,35.0,,,
Na,II,308.706,308.7057,450.0,16600000.0,298165.44,330549.35
Na,II,308.8263,308.8268,450.0,,332802.21,365173.42
Na,II,308.999,,130.0,,,
Na,II,309.2035,309.204,550.0,,332841.93,365173.7
Na,II,309.2732,309.2731,550.0,209000000.0,264924.32,297248.82
Na,II,309.3089,,400.0,,,
Na,II,309.4449,309.4449,650.0,1100000.0,299189.96,331496.51
Na,II,309.467,,200.0,,,
Na,II,309.5552,309.5546,650.0,397000.0,300507.11,332802.21
Na,II,309.648,,70.0,,,
Na,II,309.671,,70.0,,,
Na,II,309.773,309.771,60.0,,331496.51,363769.03
Na,II,309.902,,60.0,,,
Na,II,309.98,,45.0,,,
Na,II,310.277,,40.0,,,
Na,II,310.3578,310.3578,500.0,,332962.57,365174.1
Na,II,310.4403,310.44,500.0,56300000.0,300507.11,332710.11
Na,II,310.737,310.737,350.0,,331665.59,363837.82
Na,II,310.9538,310.954,300.0,,331665.59,363815.38
Na,II,311.023,,130.0,,,
Na,II,311.1453,311.145,450.0,,331707.9,363837.94
Na,II,311.2924,,70.0,,,
Na,II,311.3693,311.369,500.0,,331707.9,363814.78
Na,II,311.413,311.413,10.0,,331665.59,363767.98
Na,II,311.601,311.604,60.0,,331707.9,363790.64
Na,II,311.7231,311.724,300.0,,331745.06,363815.38
Na,II,311.8134,311.814,15.0,,331707.9,363769.03
Na,II,311.915,,40.0,,,
Na,II,312.1759,312.176,350.0,,331745.06,363769.03
Na,II,312.2935,,400.0,,,
Na,II,312.4415,312.4413,1700.0,71000000.0,299189.96,331186.7
Na,II,312.5212,312.5212,600.0,9720000.0,299885.37,331873.93
Na,II,312.644,,100.0,,,
Na,II,312.9377,312.9376,600.0,128000000.0,265689.62,297635.61
Na,II,312.9821,312.982,80.0,,331873.93,363815.38
Na,II,313.23,,80.0,,,
Na,II,313.5483,313.5478,2500.0,74200000.0,266281.62,298165.44
Na,II,313.7861,313.7853,1700.0,141000000.0,299885.37,331745.06
Na,II,313.894,,100.0,,,
Na,II,314.052,,35.0,,,
Na,II,314.095,,35.0,,,
Na,II,314.121,,35.0,,,
Na,II,314.182,,30.0,,,
Na,II,314.267,,35.0,,,
Na,II,314.5706,314.57,950.0,45000000.0,299885.37,331665.59
Na,II,314.694,,45.0,,,
Na,II,314.9283,314.9275,2000.0,82400000.0,268762.96,300507.11
Na,II,315.049,,60.0,,,
Na,II,315.078,,55.0,,,
Na,II,315.144,,50.0,,,
Na,II,315.203,,40.0,,,
Na,II,315.324,,40.0,,,
Na,II,315.377,,60.0,,,
Na,II,315.498,,45.0,,,
Na,II,315.548,,45.0,,,
Na,II,315.585,,45.0,,,
Na,II,315.842,,250.0,,,
Na,II,315.9527,315.9528,70.0,6500000.0,300103.92,331745.06
Na,II,316.1154,316.1154,250.0,4360000.0,268762.96,300387.82
Na,II,316.253,316.2526,90.0,710000.0,299885.37,331496.51
Na,II,316.3246,316.3243,350.0,6100000.0,300103.92,331707.9
Na,II,316.3736,316.3732,2000.0,105000000.0,299189.96,330789.05
Na,II,316.525,,70.0,,,
Na,II,316.636,,30.0,,,
Na,II,316.677,,30.0,,,
Na,II,316.7484,316.7484,200.0,9300000.0,300103.92,331665.59
Na,II,316.958,,300.0,,,
Na,II,317.162,,25.0,,,
Na,II,317.27,,25.0,,,
Na,II,317.342,,15.0,,,
Na,II,317.5086,317.5085,700.0,62300000.0,300387.82,331873.93
Na,II,317.9064,317.9055,1000.0,39400000.0,299189.96,330636.75
Na,II,318.094,,160.0,,,
Na,II,,318.4544,,110000.0,300103.92,331496.51
Na,II,318.624,,40.0,,,
Na,II,318.778,,80.0,,,
Na,II,318.8127,318.8134,80.0,19000000.0,300387.82,331745.06
Na,II,318.9002,,200.0,,,
Na,II,318.979,318.979,1700.0,73000000.0,268762.96,300103.92
Na,II,319.206,,40.0,,,
Na,II,319.221,,35.0,,,
Na,II,319.414,,80.0,,,
Na,II,319.579,,25.0,,,
Na,II,319.893,,20.0,,,
Na,II,320.03,320.0309,60.0,1500000.0,300507.11,331745.06
Na,II,320.421,,45.0,,,
Na,II,320.489,,25.0,,,
Na,II,,320.8472,,4300.0,300507.11,331665.59
Na,II,320.851,,20.0,,,
Na,II,321.219,321.2191,1600.0,112000000.0,268762.96,299885.37
Na,II,321.282,,200.0,,,
Na,II,321.477,,130.0,,,
Na,II,321.6283,321.6286,450.0,14000000.0,300103.92,331186.7
Na,II,321.752,,35.0,,,
Na,II,322.1175,322.117,60.0,,332802.21,363837.82
Na,II,322.147,,30.0,,,
Na,II,322.234,,40.0,,,
Na,II,322.3506,322.351,60.0,,332802.21,363815.38
Na,II,322.437,,50.0,,,
Na,II,322.529,322.529,35.0,,332841.93,363837.94
Na,II,322.5977,322.5978,450.0,18000000.0,300507.11,331496.51
Na,II,322.911,,80.0,,,
Na,II,323.141,,45.0,,,
Na,II,323.4927,323.4927,700.0,18300000.0,299885.37,330789.05
Na,II,323.67,,20.0,,,
Na,II,323.82,,12.0,,,
Na,II,323.922,,15.0,,,
Na,II,324.0324,324.032,40.0,,332962.57,363814.78
Na,II,324.206,,15.0,,,
Na,II,324.452,,15.0,,,
Na,II,324.488,,20.0,,,
Na,II,324.742,,40.0,,,
Na,II,324.791,,20.0,,,
Na,II,324.846,,35.0,,,
Na,II,325.0949,325.0949,400.0,9650000.0,299885.37,330636.75
Na,II,325.168,,300.0,,,
Na,II,325.439,,30.0,,,
Na,II,325.471,,30.0,,,
Na,II,325.511,,40.0,,,
Na,II,325.7964,325.7968,1500.0,103000000.0,300103.92,330789.05
Na,II,326.021,326.0215,650.0,46500000.0,299885.37,330549.35
Na,II,326.167,,30.0,,,
Na,II,326.238,,30.0,,,
Na,II,326.359,,130.0,,,
Na,II,326.831,,25.0,,,
Na,II,327.158,,25.0,,,
Na,II,327.274,,70.0,,,
Na,II,327.422,327.422,950.0,42900000.0,300103.92,330636.75
Na,II,327.802,,40.0,,,
Na,II,327.877,,35.0,,,
Na,II,328.025,,35.0,,,
Na,II,328.278,,90.0,,,
Na,II,328.5602,328.5608,1700.0,110000000.0,268762.96,299189.96
Na,II,328.934,,60.0,,,
Na,II,329.044,,80.0,,,
Na,II,329.137,,50.0,,,
Na,II,329.25,,80.0,,,
Na,II,329.474,,60.0,,,
Na,II,329.565,,60.0,,,
Na,II,329.714,,70.0,,,
Na,II,329.831,,70.0,,,
Na,II,329.968,,130.0,,,
Na,II,330.1349,330.1348,1700.0,4540000.0,300507.11,330789.05
Na,II,330.4957,330.4951,1500.0,36000000.0,300387.82,330636.75
Na,II,330.788,,200.0,,,
Na,II,331.268,,60.0,,,
Na,II,331.376,,90.0,,,
Na,II,331.408,,70.0,,,
Na,II,331.8039,331.8036,1000.0,41400000.0,300507.11,330636.75
