element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Al,II,358.745,358.7445,70.0,197000000.0,95551.44,123418.48
Al,II,359.75,359.7455,4.0,,121483.5,149273.0
Al,II,364.9184,,10.0,,105427.52,132822.95
Al,II,364.92,364.9204,,12600000.0,105427.52,132822.95
Al,II,364.9232,,5.0,,105427.52,132822.95
Al,II,365.1065,,40.0,,105441.5,132822.8
Al,II,,365.1067,,9450000.0,105441.5,132822.95
Al,II,365.1078,365.1087,,17000000.0,105441.5,132822.8
Al,II,365.1096,,30.0,,105441.5,132822.8
Al,II,365.4981,,35.0,,105470.93,132822.89
Al,II,365.4991,365.5004,,22600000.0,105470.93,132822.89
Al,II,,365.4996,,628000.0,105470.93,132822.95
Al,II,365.4998,,50.0,,105470.93,132822.89
Al,II,,365.5016,,5640000.0,105470.93,132822.8
Al,II,365.6319,365.6309,2.0,,121483.5,148825.7
Al,II,370.3219,370.3225,30.0,32300000.0,106920.56,133916.368
Al,II,373.1952,373.1954,10.0,4950000.0,105427.52,132215.517
Al,II,373.3908,373.3903,20.0,14800000.0,105441.5,132215.517
Al,II,373.4567,373.4522,3.0,,121483.5,148253.08
Al,II,373.4715,373.4658,,,121483.92,148252.52
Al,II,373.4715,373.4726,,,121484.252,148252.37
Al,II,373.8015,373.8012,50.0,24600000.0,105470.93,132215.517
Al,II,375.31,375.3002,2.0,,121366.725,148004.49
Al,II,,377.1207,,,120092.919,146602.1
Al,II,,377.1939,,,120092.919,146596.95
Al,II,,377.2238,,,120092.919,146594.85
Al,II,384.2037,384.2016,6.0,,121483.5,147504.12
Al,II,384.2213,384.2204,4.0,,121483.92,147503.27
Al,II,384.2317,384.2328,2.0,,121484.252,147502.76
Al,II,385.933,385.9299,6.0,,121366.725,147270.82
Al,II,386.616,386.6168,8.0,42600000.0,106920.56,132778.633
Al,II,390.0675,390.0675,100.0,480000.0,59852.02,85481.35
Al,II,,397.9988,,,121483.5,146602.1
Al,II,,398.0871,,,121483.92,146596.95
Al,II,,398.1256,,,121484.252,146594.85
Al,II,,398.8249,,,120092.919,145159.49
Al,II,,398.9591,,,120092.919,145151.06
Al,II,,399.0422,,,120092.919,145145.84
Al,II,399.5838,399.5837,40.0,7050000.0,121483.5,146502.47
Al,II,399.6075,399.6074,10.0,785000.0,121483.5,146500.99
Al,II,399.6143,399.6141,30.0,6260000.0,121483.92,146500.99
Al,II,399.6182,399.6194,5.0,,121484.252,146500.99
Al,II,,399.6248,,31000.0,121483.5,146499.9
Al,II,399.6323,399.6315,5.0,1100000.0,121483.92,146499.9
Al,II,399.637,399.6368,20.0,5910000.0,121484.252,146499.9
Al,II,400.57,400.5748,2.0,,124794.13,149751.2
Al,II,400.958,400.9584,2.0,,121366.725,146299.92
Al,II,402.65,402.6318,20.0,11600000.0,110089.83,134919.4
Al,II,405.68,405.6795,2.0,,124794.13,149437.17
Al,II,,408.4141,,604000.0,121483.5,145961.54
Al,II,,408.4212,,108000.0,121483.92,145961.54
Al,II,,408.4267,,7170.0,121484.252,145961.54
Al,II,,410.5486,,530000.0,121483.92,145834.7
Al,II,,410.5542,,177000.0,121484.252,145834.7
Al,II,,411.5438,,701000.0,121484.252,145776.15
Al,II,422.6813,422.6816,50.0,9370000.0,121483.5,145135.31
Al,II,422.6918,422.6891,2.0,,121483.92,145135.31
Al,II,422.742,422.742,10.0,1040000.0,121483.5,145131.93
Al,II,422.7492,422.7495,50.0,8310000.0,121483.92,145131.93
Al,II,422.7545,422.7554,5.0,,121484.252,145131.93
Al,II,422.7875,422.7853,2.0,41100.0,121483.5,145129.51
Al,II,422.7945,422.7928,5.0,1460000.0,121483.92,145129.51
Al,II,422.7999,422.7987,50.0,7850000.0,121484.252,145129.51
Al,II,424.0708,424.07,10.0,,121366.725,144941.1
Al,II,428.297,428.296,2.0,,124794.13,148135.9
Al,II,,429.3943,,485000.0,111637.33,134919.4
Al,II,430.7203,430.7209,5.0,,124794.13,148004.49
Al,II,433.2,433.2078,2.0,,120092.919,143170.04
Al,II,434.6866,,2.0,,123418.48,146416.9
Al,II,434.6897,434.6903,,4180000.0,123418.48,146416.9
Al,II,434.6918,,3.0,,123418.48,146416.9
Al,II,,434.7275,,4280000.0,123420.45,146416.9
Al,II,,434.7275,,367000.0,123420.45,146416.9
Al,II,,434.7825,,5580.0,123423.36,146416.9
Al,II,,434.7825,,285000.0,123423.36,146416.9
Al,II,,434.7825,,4560000.0,123423.36,146416.9
Al,II,443.282,443.2846,5.0,,124794.13,147346.67
Al,II,444.7803,444.7805,200.0,,124794.13,147270.82
Al,II,448.987,448.987,10.0,,125869.015,148135.13
Al,II,458.5817,458.5818,500.0,10000000.0,121483.5,143283.75
Al,II,458.8082,458.811,5.0,1120000.0,121483.5,143272.86
Al,II,458.8191,458.8199,400.0,8910000.0,121483.92,143272.86
Al,II,,458.9591,,44000.0,121483.5,143265.83
Al,II,458.9674,458.968,200.0,1560000.0,121483.92,143265.83
Al,II,458.9742,458.975,300.0,8410000.0,121484.252,143265.83
Al,II,460.97,460.9864,7.0,,121483.5,143170.04
Al,II,,461.065,,,121483.92,143166.76
Al,II,,461.101,,,121484.252,143165.4
Al,II,462.97,462.9518,7.0,,121366.725,142961.2
Al,II,463.15,463.158,5.0,,125703.14,147288.0
Al,II,463.32,463.3091,5.0,,125708.828,147286.65
Al,II,463.5763,463.576,30.0,,125721.703,147287.1
Al,II,,463.937,,6660000.0,123418.48,144967.1
Al,II,,463.979,,6790000.0,123420.45,144967.1
Al,II,,463.979,,582000.0,123420.45,144967.1
Al,II,,464.042,,8880.0,123423.36,144967.1
Al,II,,464.042,,452000.0,123423.36,144967.1
Al,II,,464.042,,7240000.0,123423.36,144967.1
Al,II,464.7321,464.7322,10.0,,125721.703,147233.45
Al,II,464.8611,464.8609,400.0,,124794.13,146299.92
Al,II,465.3,465.32,2.0,,124794.13,146278.7
Al,II,465.505,465.5084,2.0,,125869.015,147344.89
Al,II,466.3056,466.3046,1000.0,58100000.0,85481.35,106920.56
Al,II,466.68,466.6799,400.0,,125869.015,147290.98
Al,II,489.852,489.8431,10.0,,125703.14,146112.14
Al,II,489.876,489.891,5.0,,125869.015,146276.0
Al,II,489.964,489.9797,6.0,,125708.828,146112.14
Al,II,490.277,490.2891,10.0,,125721.703,146112.14
Al,II,491.898,491.914,6.0,,125869.015,146192.1
Al,II,496.21,496.2141,6.0,,124794.13,144941.1
Al,II,500.097,500.1026,6.0,,124794.13,144784.45
Al,II,508.502,508.5169,8.0,,121483.5,141143.05
Al,II,509.365,509.3826,5.0,,121483.92,141110.06
Al,II,510.034,510.0453,3.0,,121484.252,141084.89
Al,II,,514.442,,11700000.0,123418.48,142851.6
Al,II,,514.494,,1030000.0,123420.45,142851.6
Al,II,,514.494,,11900000.0,123420.45,142851.6
Al,II,,514.571,,15600.0,123423.36,142851.6
Al,II,,514.571,,796000.0,123423.36,142851.6
Al,II,,514.571,,12700000.0,123423.36,142851.6
Al,II,,515.823,,12600000.0,123470.5,142851.6
Al,II,527.642,527.6395,4.0,,123418.48,142365.54
Al,II,527.681,527.6902,4.0,,123420.45,142365.69
Al,II,527.768,527.7632,4.0,,123423.36,142365.98
Al,II,527.862,527.868,6.0,1110000.0,125703.14,144642.0
Al,II,528.0214,528.0216,8.0,1490000.0,125708.828,144642.18
Al,II,,528.027,,832000.0,125708.828,144642.0
Al,II,528.3735,528.3733,100.0,2000000.0,125721.703,144642.45
Al,II,,528.3809,,499000.0,125721.703,144642.18
Al,II,,528.386,,55300.0,125721.703,144642.0
Al,II,528.5842,528.5838,30.0,3280000.0,125869.015,144782.23
Al,II,531.076,531.083,4.0,,125703.14,144527.35
Al,II,531.232,531.2436,10.0,,125708.828,144527.35
Al,II,531.6075,531.6073,15.0,,125721.703,144527.35
Al,II,532.461,532.4715,8.0,,125869.015,144644.14
Al,II,537.184,537.133,,,121483.5,140095.7
Al,II,537.184,537.254,,,121483.92,140091.9
Al,II,538.848,538.8682,2.0,1430000.0,121366.725,139918.98
Al,II,559.3302,559.33,800.0,92600000.0,106920.56,124794.13
Al,II,561.3291,561.329,100.0,3430000.0,124794.13,142604.05
