element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Cu,I,292.0296,292.0295,,,43726.24,77959.34
Cu,I,292.283,292.2823,,,44915.68,79119.17
Cu,I,292.3212,292.3199,,,40114.01,74313.1
Cu,I,292.3704,292.371,,,43726.24,77919.35
Cu,I,292.4882,292.491,,,43726.24,77905.37
Cu,I,292.5439,292.5444,,,43726.24,77899.09
Cu,I,292.6057,292.6057,10.0,,40943.78,75109.47
Cu,I,293.0416,293.0417,,,43726.24,77841.1
Cu,I,293.1699,293.1707,,,40943.78,75043.63
Cu,I,293.306,293.3066,20.0,,39018.69,73102.74
Cu,I,293.7766,293.775,,,42302.58,76332.32
Cu,I,293.8868,293.8868,,,41153.47,75170.23
Cu,I,293.9453,293.946,2.0,,41562.93,75572.84
Cu,I,294.244,294.263,,,41562.93,75536.19
Cu,I,294.523,294.517,,,46598.35,80542.3
Cu,I,294.523,294.5216,,,44406.32,78349.76
Cu,I,295.0407,295.0406,,,41562.93,75446.67
Cu,I,295.121,295.126,,,30783.697,64657.62
Cu,I,296.1165,296.1164,,3760000.0,11202.618,44963.26
Cu,I,296.98,296.982,,,44915.68,78577.89
Cu,I,297.15,297.149,,,41562.93,75206.3
Cu,I,297.4675,297.4676,10.0,,41562.93,75170.23
Cu,I,297.8295,297.8293,,,43514.01,77080.49
Cu,I,297.938,297.939,,,43514.01,77068.13
Cu,I,298.2123,298.2136,,,44963.26,78486.49
Cu,I,298.2765,298.2754,,,43514.01,77030.29
Cu,I,298.3038,298.3044,,,44406.32,77919.35
Cu,I,298.4267,298.429,,,44406.32,77905.37
Cu,I,298.5926,298.5924,,,41562.93,75043.63
Cu,I,298.901,298.9003,,,43514.01,76960.23
Cu,I,299.0002,298.997,,,43514.01,76949.44
Cu,I,299.0002,299.003,,,44406.32,77841.1
Cu,I,299.178,299.1779,,,44544.16,77959.34
Cu,I,299.413,299.409,,,44544.16,77933.5
Cu,I,299.413,299.416,,,45879.32,79267.93
Cu,I,299.7364,299.7365,2000.0,,13245.443,46598.35
Cu,I,299.8384,299.8387,150.0,,11202.618,44544.16
Cu,I,300.124,300.118,,,43514.01,76824.52
Cu,I,300.1774,300.1763,,,43726.24,77030.29
Cu,I,300.2281,300.2287,,,45820.94,79119.17
Cu,I,300.473,300.479,,,44544.16,77814.7
Cu,I,300.78,300.778,,,45879.32,79116.79
Cu,I,300.812,300.809,,,43726.24,76960.23
Cu,I,300.812,300.8125,,,42302.58,75536.19
Cu,I,301.0838,301.0835,2000.0,,11202.618,44406.32
Cu,I,301.2005,301.2019,250.0,,40114.01,73304.66
Cu,I,301.2775,301.2757,,,45820.94,79003.46
Cu,I,301.351,301.3525,,,45879.32,79053.38
Cu,I,301.4848,301.4837,,,41153.47,74313.1
Cu,I,301.624,301.625,,,42302.58,75446.67
Cu,I,301.809,301.807,,,45879.32,79003.46
Cu,I,302.1544,302.1556,,,40909.16,73995.05
Cu,I,302.2608,302.2606,,,39018.69,72093.09
Cu,I,,302.49,,,30535.324,63584.65
Cu,I,302.4994,302.4994,,,39018.69,72066.98
Cu,I,302.782,302.779,,,44915.68,77933.5
Cu,I,302.96,302.9593,2.0,,39018.69,72016.82
Cu,I,303.0258,303.0258,,,40114.01,73104.9
Cu,I,303.348,303.346,,,44963.26,77919.35
Cu,I,303.4555,303.458,,,46172.89,79116.79
Cu,I,303.6101,303.6096,2500.0,,13245.443,46172.89
Cu,I,303.9488,303.949,,,44963.26,77853.94
Cu,I,304.0467,304.043,,,46172.89,79053.38
Cu,I,304.162,304.162,,,42302.58,75170.23
Cu,I,304.4028,304.4035,,,41153.47,73995.05
Cu,I,304.5025,304.506,,,46172.89,79003.46
Cu,I,304.7795,304.7805,,,30783.697,63584.65
Cu,I,305.1901,305.19,,,45820.94,78577.89
Cu,I,305.2554,305.253,,,41562.93,74313.1
Cu,I,305.338,305.3382,,,42302.58,75043.63
Cu,I,305.736,305.7349,,,45879.32,78577.89
Cu,I,306.084,306.079,,,44406.32,77068.13
Cu,I,306.3411,306.341,2500.0,1550000.0,13245.443,45879.32
Cu,I,306.6011,306.6022,,,43726.24,76332.32
Cu,I,306.8906,306.89,15.0,,13245.443,45820.94
Cu,I,307.097,307.094,,,44406.32,76960.23
Cu,I,307.196,307.1954,,,44406.32,76949.44
Cu,I,307.3798,307.3795,1400.0,,11202.618,43726.24
Cu,I,308.253,308.247,,,41562.93,73995.05
Cu,I,308.496,308.502,,,44544.16,76949.44
Cu,I,308.496,308.504,,,46598.35,79003.46
Cu,I,308.496,308.505,,,46172.89,78577.89
Cu,I,308.647,308.649,,,46598.35,78988.2
Cu,I,308.8132,308.8125,125.0,,40943.78,73316.49
Cu,I,309.3989,309.3986,1500.0,,11202.618,43514.01
Cu,I,309.9928,309.992,1250.0,,39018.69,71268.23
Cu,I,310.6912,310.6921,,,46172.89,78349.76
Cu,I,310.8452,310.8443,600.0,,40943.78,73104.9
Cu,I,310.8605,310.86,2000.0,,39018.69,71178.18
Cu,I,311.3482,311.3476,50.0,,39018.69,71127.82
Cu,I,311.6348,311.6351,400.0,,39018.69,71098.2
Cu,I,311.8355,311.8361,5.0,,43514.01,75572.84
Cu,I,312.0435,312.0439,,,40114.01,72151.49
Cu,I,312.193,312.193,,,43514.01,75536.19
Cu,I,312.3,312.307,,,42302.58,74313.1
Cu,I,312.4373,312.439,,,44963.26,76960.23
Cu,I,312.6109,312.6104,,,39018.69,70998.12
Cu,I,312.8701,312.8693,,,40114.01,72066.98
Cu,I,313.133,313.1336,,,44406.32,76332.32
Cu,I,313.501,313.505,,,46598.35,78486.49
Cu,I,313.772,313.77,,,44963.26,76824.52
Cu,I,313.917,313.914,0.0,,43726.24,75572.84
Cu,I,314.0312,314.0319,,,39018.69,70853.37
Cu,I,314.2444,314.2432,,,40114.01,71927.28
Cu,I,314.2797,314.276,,,43726.24,75536.19
Cu,I,314.6821,314.682,,,40114.01,71882.92
Cu,I,314.8333,314.8341,3.0,,41562.93,73316.49
Cu,I,314.857,314.8555,,,46598.35,78349.76
Cu,I,314.9508,314.9515,30.0,,41562.93,73304.66
Cu,I,315.162,315.163,,,43726.24,75446.67
Cu,I,315.229,315.2275,,,43726.24,75440.18
Cu,I,315.6629,315.6625,450.0,,13245.443,44915.68
Cu,I,315.802,315.8023,,,43514.01,75170.23
Cu,I,316.0047,316.0057,25.0,,41562.93,73198.77
Cu,I,316.9681,316.9679,,,41562.93,73102.74
Cu,I,317.1663,317.1645,,,44544.16,76064.42
Cu,I,317.567,317.57,,,43726.24,75206.3
Cu,I,317.9343,317.9338,,,43726.24,75170.23
Cu,I,319.222,319.219,,,43726.24,75043.63
Cu,I,319.4099,319.4096,1500.0,1550000.0,13245.443,44544.16
Cu,I,320.8231,320.8225,1400.0,,13245.443,44406.32
Cu,I,320.9498,320.9475,,,44915.68,76064.42
Cu,I,321.143,321.1421,,,44406.32,75536.19
Cu,I,321.764,321.7658,,,40909.16,71978.69
Cu,I,321.8204,321.8213,,,40114.01,71178.18
Cu,I,322.065,322.068,,,44406.32,75446.67
Cu,I,322.135,322.1357,,,44406.32,75440.18
Cu,I,322.3435,322.3429,,,42302.58,73316.49
Cu,I,322.4664,322.4659,,,42302.58,73304.66
Cu,I,322.5088,322.511,,,41153.47,72151.19
Cu,I,322.5698,322.5705,,,44544.16,75536.19
Cu,I,322.6541,322.6521,,,40114.01,71098.2
Cu,I,322.6602,322.6593,,,40943.78,71927.28
Cu,I,323.1178,323.1169,,,41153.47,72093.09
Cu,I,323.3899,323.3898,,,41153.47,72066.98
Cu,I,323.5713,323.5711,,,42302.58,73198.77
Cu,I,323.916,323.9154,,,41153.47,72016.82
Cu,I,324.3164,324.3161,,,41153.47,71978.69
Cu,I,324.754,324.7536,,139500000.0,0.0,30783.697
Cu,I,325.222,325.222,650.0,,40114.01,70853.37
Cu,I,326.6023,326.6009,,,44963.26,75572.84
Cu,I,326.8278,326.8286,,,41562.93,72151.19
Cu,I,327.3957,327.3952,,137600000.0,0.0,30535.324
Cu,I,327.731,327.7309,650.0,,41562.93,72066.98
Cu,I,327.9815,327.9809,2000.0,,13245.443,43726.24
Cu,I,328.2716,328.2707,,,41562.93,72016.82
Cu,I,328.5017,328.501,,,30783.697,61216.2
Cu,I,328.5017,328.507,,,46598.35,77030.29
Cu,I,328.6193,328.6193,2.0,,30535.324,60956.91
Cu,I,329.0541,329.0539,,,40909.16,71290.57
Cu,I,329.2393,329.2387,,,41562.93,71927.28
Cu,I,329.2827,329.2825,650.0,,11202.618,41562.93
Cu,I,329.2965,329.296,,,40909.16,71268.23
Cu,I,329.3815,329.3826,,,46598.35,76949.44
Cu,I,329.4168,329.4181,,,44915.68,75263.5
Cu,I,330.2787,330.278,4.0,,43726.24,73995.05
Cu,I,330.553,330.5546,4.0,,45820.94,76064.42
Cu,I,330.7948,330.7948,,,40909.16,71130.68
Cu,I,330.9558,330.9542,4.0,,44963.26,75170.23
Cu,I,331.0987,331.0986,8.0,,44915.68,75109.47
Cu,I,331.3199,331.3199,,,30783.697,60957.32
Cu,I,,331.324,,,30783.697,60956.91
Cu,I,331.482,331.476,1.0,,46172.89,76332.32
Cu,I,331.7218,331.7215,750.0,,41153.47,71290.57
Cu,I,331.9682,331.9676,150.0,,41153.47,71268.23
Cu,I,332.5812,332.5812,3.0,,30535.324,60594.52
Cu,I,332.9636,332.9632,225.0,,41153.47,71178.18
Cu,I,333.5215,333.5227,400.0,,41153.47,71127.82
Cu,I,333.7845,333.7843,1500.0,380000.0,11202.618,41153.47
Cu,I,334.2454,334.2448,,,40943.78,70853.37
Cu,I,334.277,334.2762,,,44406.32,74313.1
Cu,I,334.9279,334.9277,,,42302.58,72151.19
Cu,I,335.3466,335.3466,10.0,,30783.697,60595.02
Cu,I,335.4474,335.4469,,,42302.58,72104.99
Cu,I,335.827,335.824,,,44544.16,74313.1
Cu,I,335.874,335.8753,,,42302.58,72066.98
Cu,I,336.212,336.219,,,46598.35,76332.32
Cu,I,336.5342,336.5353,,,41153.47,70859.5
Cu,I,337.518,337.521,,,45820.94,75440.18
Cu,I,337.5672,337.5669,,,41562.93,71178.18
Cu,I,337.8707,337.8695,,,44406.32,73995.05
Cu,I,337.8707,337.8695,,,43514.01,73102.74
Cu,I,337.9653,337.9653,,,42302.58,71882.92
Cu,I,337.9864,337.9873,3.0,,43726.24,73304.66
Cu,I,338.1124,338.1138,,,45879.32,75446.67
Cu,I,338.1421,338.1419,,,41562.93,71127.82
Cu,I,338.48,338.4811,,,41562.93,71098.2
Cu,I,338.5394,338.5393,2.0,,30535.324,60065.51
Cu,I,338.807,338.807,,,45879.32,75386.2
Cu,I,339.2016,339.2016,,,43726.24,73198.77
Cu,I,339.5476,339.5469,,,45820.94,75263.5
Cu,I,339.6324,339.6319,,,41562.93,70998.12
Cu,I,340.2244,340.222,,,45879.32,75263.5
Cu,I,340.3107,340.3105,5.0,,43726.24,73102.74
Cu,I,340.466,340.463,,,46172.89,75536.19
Cu,I,341.3107,341.3104,,,41562.93,70853.37
Cu,I,341.3343,341.3327,,,45820.94,75109.47
Cu,I,341.4017,341.4008,5.0,,30783.697,60066.38
Cu,I,341.58,341.5804,,,46172.89,75440.18
Cu,I,342.0166,342.0144,,,45879.32,75109.47
Cu,I,342.21,342.212,,,46172.89,75386.2
Cu,I,342.787,342.7866,,,45879.32,75043.63
Cu,I,343.3972,343.3961,,,30535.324,59647.87
Cu,I,343.6543,343.655,,,46172.89,75263.5
Cu,I,344.0507,344.0509,250.0,,13245.443,42302.58
Cu,I,344.759,344.7604,,,46172.89,75170.23
Cu,I,345.0332,345.0323,750.0,,46598.35,75572.84
Cu,I,345.4686,345.4693,,,46598.35,75536.19
Cu,I,345.785,345.7854,750.0,,11202.618,40114.01
Cu,I,345.9428,345.9415,,,44406.32,73304.66
Cu,I,346.2137,346.214,,,42302.58,71178.18
Cu,I,346.3499,346.3511,,,30783.697,59647.87
Cu,I,346.5401,346.5414,,,46598.35,75446.67
Cu,I,346.624,346.619,,,46598.35,75440.18
Cu,I,347.1748,347.1756,,,42302.58,71098.2
Cu,I,347.2141,347.2139,,,44406.32,73198.77
Cu,I,347.4578,347.4567,5.0,,44544.16,73316.49
Cu,I,347.5999,347.5996,,,44544.16,73304.66
Cu,I,348.1614,348.1624,5.0,,30535.324,59249.33
